title,subtitle,date,category,link,main_category
Fashion killers and pumpkin assassins: Africa's top shots,A selection of the week's best photos from across the African continent and beyond.,2024-11-01,Africa,https://www.bbc.com/news/articles/cdrdyvkd1nno,Africa
Kenya court paves way for new deputy president ,The impeached deputy president wanted to prevent the swearing in as he appeals against his removal.,2024-10-31,Africa,https://www.bbc.com/news/articles/c9vnmzdp3dlo,Africa
'Why I spent my university fees on Somali TikTok battles',Somalis gamble big money during livestream events as ancient clan fights are waged on social media.,2024-10-31,Africa,https://www.bbc.com/news/articles/cj0j47yrq15o,Africa
"Women raped in war-hit Sudan die by suicide, activists say ","Several women raped by paramilitary fighters in Gezira state have taken their own lives, activists say.",2024-10-31,Africa,https://www.bbc.com/news/articles/c8xpqvz0e88o,Africa
Miss Rwanda arrested for drink-driving after accident,Police say it is not the first time Divine Muheto has driven under the influence of alcohol.,2024-10-30,Africa,https://www.bbc.com/news/articles/cj0j2zzm54ro,Africa
South Africa to strip beauty queen of ID documents,Chidimma Adetshina was forced to withdraw from Miss South Africa after a row over her eligibility.,2024-10-30,Africa,https://www.bbc.com/news/articles/cy0lpdl2lweo,Africa
Nigerian MP apologises after viral taxi slapping video,An argument over payment for a delivery of snails for MP Alex Ikwechegh is filmed by a taxi driver.,2024-10-29,Africa,https://www.bbc.com/news/articles/cp8xnle0lg2o,Africa
Brides-for-cash suspects arrested in South Africa,Police say a crime syndicate stole the identities of unsuspecting women to give visas to foreign men.,2024-10-29,Africa,https://www.bbc.com/news/articles/cvg0pk12ypqo,Africa
South Africa government split over Ukraine visa deal,"Critics see the announced deal as an affront to South Africa's long relationship with Russia.
",2024-10-29,Africa,https://www.bbc.com/news/articles/c14l0rm4618o,Africa
Senior Malawi politician accused of plotting to kill president,The lawyer for opposition figure Patricia Kaliati says that the ex-minister maintains her innocence.,2024-10-29,Africa,https://www.bbc.com/news/articles/cly0vnxw7eeo,Africa
Attack on Chad military base kills at least 40 soldiers,No suspects have been named but the president has ordered a counter-mission to root out the culprits.,2024-10-29,Africa,https://www.bbc.com/news/articles/cz7wqqqvq2vo,Africa
Western Sahara profile,"An overview of this territory, which is in dispute between the Sahrawi people and Morocco.",2024-10-28,Africa,https://www.bbc.com/news/world-africa-14115273,Africa
Morocco country profile,"Provides an overview of Morocco, including key dates and facts about this north African country.",2024-10-28,Africa,https://www.bbc.com/news/world-africa-14121438,Africa
Morocco media guide,"An overview of the media in Morocco, including links to broadcasters and newspapers.",2024-10-28,Africa,https://www.bbc.com/news/world-africa-14123019,Africa
Kenyan activist freed after night in police custody,"Boniface Mwangi had been held at a police station after being taken from his home, his wife says. ",2024-10-28,Africa,https://www.bbc.com/news/articles/cqxwwq35eyno,Africa
New wave of mass killings in Sudan alarms UN ,"Paramilitary fighters are accused of committing ""atrocious crimes"" in Gezira state.",2024-10-27,Africa,https://www.bbc.com/news/articles/c8rll0xv8gko,Africa
A party in power for 58 years pledges change for Botswana,"President Masisi hopes to lead his party to victory, but the opposition says the nation needs to be saved.",2024-10-27,Africa,https://www.bbc.com/news/articles/c99r0842803o,Africa
Mozambique media guide,"An overview of the media in Mozambique, including links to broadcasters and newspapers.",2024-10-26,Africa,https://www.bbc.com/news/world-africa-13890419,Africa
Mozambique country profile,"Provides an overview of Mozambique, including key facts about this southeast African country.",2024-10-26,Africa,https://www.bbc.com/news/world-africa-13890416,Africa
Backlash over photos of Somali men at UN women’s conference,Outrage erupts after Somalia’s family minister shares images on X of male delegates at a UN women's event.,2024-10-25,Africa,https://www.bbc.com/news/articles/cyv7yngpg94o,Africa
Angry Kenyans' comments crash Senate email address,They were responding to a bill that seeks to extend the time in power of the president and others.,2024-10-25,Africa,https://www.bbc.com/news/articles/cp8xm645pjjo,Africa
Ex-rebel gets 40-year jail term in landmark Ugandan case,Thomas Kwoyelo is the first member of the feared Lord's Resistance Army to be tried for war crimes in Uganda.,2024-10-25,Africa,https://www.bbc.com/news/articles/c20g6n6eg5po,Africa
Video of singer's alleged torture sparks Cameroon outrage,"Longue Longue says he was being punished for his ""freedom of thought"". ",2024-10-25,Africa,https://www.bbc.com/news/articles/c5yrl4xdkv5o,Africa
Blue skies and bitter tears: Africa's top shots,A selection of the week's best photos from across the African continent and beyond.,2024-10-25,Africa,https://www.bbc.com/news/articles/cdrdlm1r1zzo,Africa
Mozambique's ruling party wins landslide in disputed poll,"The main challenger's lawyer was shot dead last week, while there have been allegations of rigging.",2024-10-25,Africa,https://www.bbc.com/news/articles/c14lzy75355o,Africa
All aboard Tanzania's electric train breaking new ground for East Africa,"An electric fast train - the first in East Africa - now links Tanzania's capital to its commercial hub, Dar es Salaam, in under four hours.",2024-10-24,Africa,https://www.bbc.com/news/articles/c70z109nnk4o,Africa
Nigeria drops charges against Binance cryptocurrency boss,"Tigran Gambaryan, a US citizen arrested in February, will be allowed abroad to seek medical treatment.",2024-10-24,Africa,https://www.bbc.com/news/articles/c8dmp1jg448o,Africa
South Africans shocked by Siya and Rachel Kolisi’s divorce,National rugby captain Siya Kolisi and his wife Rachel were one of South Africa's most loved couples.,2024-10-23,Africa,https://www.bbc.com/news/articles/cr4l0lz4qvyo,Africa
Idris Elba: Why I'm planning a move to Africa,The British star is backing film projects across the continent and wants to be closer to the action.,2024-10-23,Africa,https://www.bbc.com/news/articles/c98yz7pxrlko,Africa
Ghana's parliament suspended after chaotic scenes,A row erupted over which party has the majority after it was declared that four MPs had to vacate their seats.,2024-10-23,Africa,https://www.bbc.com/news/articles/c1wnw2yn48go,Africa
Mozambique election results being doctored - EU,Observers cast doubt on the credibility of the polls as tensions grow ahead of the officials results.,2024-10-23,Africa,https://www.bbc.com/news/articles/c39l931zyg8o,Africa
Russians feared dead after plane shot down in Sudan,The Russian embassy says it is investigating the fate of Russians reported to have been on board.,2024-10-22,Africa,https://www.bbc.com/news/articles/ckg9gk9zv5vo,Africa
Zambian president sacks top judges who ruled in favour of his rival,Some accuse the president of interfering with the independence of the judiciary - he says it is legal.,2024-10-22,Africa,https://www.bbc.com/news/articles/cj31k3gkmrko,Africa
UN 'deeply concerned' Kenya returned Turkish refugees,The UN's statement follows reports that multiple Turkish nationals were abducted in Nairobi on Friday.,2024-10-22,Africa,https://www.bbc.com/news/articles/cvgwg5n0y0lo,Africa
Cameroon's president finally seen in public,"President Paul Biya, 91, had been out of the public eye for six weeks, sparking rumours he had died.",2024-10-22,Africa,https://www.bbc.com/news/articles/cwylyeled6lo,Africa
"Trans socialite did serve her jail term, Nigerian panel finds",An investigation was launched following reports Bobrisky had served her sentence in a flat outside prison.,2024-10-22,Africa,https://www.bbc.com/news/articles/ckg2g79dkpdo,Africa
A million people hit by flooding in South Sudan,Around one in 12 South Sudanese are affected by one of the worst flood seasons of recent years.,2024-10-21,Africa,https://www.bbc.com/news/articles/cgey3e7yrvxo,Africa
Risking death to smuggle alcohol past Somali bandits and Islamist fighters,"Despite the dangers, the transporters of the illicit brew see it as a way out of poverty.",2024-10-21,Africa,https://www.bbc.com/news/articles/c7v6l4g0ljro,Africa
'We are poisoning ourselves': Ghana gold rush sparks environmental disaster,Rivers have been polluted and forests destroyed on a shocking scale by illegal gold miners. ,2024-10-20,Africa,https://www.bbc.com/news/articles/cn9dn8xq92jo,Africa
Mozambique opposition lawyer shot dead,Lawyer Elvino Dias and opposition party official Paulo Guambe were gunned down in broad daylight.,2024-10-20,Africa,https://www.bbc.com/news/articles/cy4d3j1mm2yo,Africa
British national and several Turkish citizens abducted in Kenya,"Necdet Seyitoğlu, 49, said he and others were abducted in the capital city of Nairobi.",2024-10-19,Africa,https://www.bbc.com/news/articles/cz7jxn38lvyo,Africa
"Murder, rape and torture allegations hit Ivory Coast student union","All student unions are banned after the authorities accuse one of murder, torture and running a brothel.",2024-10-19,Africa,https://www.bbc.com/news/articles/c9qvzjpz18po,Africa
The ever-shifting alliances that fuelled Kenya's impeachment drama,The unprecedented impeachment of his deputy leaves President Ruto holding all the cards - for now.,2024-10-18,Africa,https://www.bbc.com/news/articles/ckgmlx4vvg9o,Africa
'My nephews died in tanker blast trying to stop petrol scoopers',A farming community is in shock after more than 150 people are killed in an inferno after a tanker crash.,2024-10-18,Africa,https://www.bbc.com/news/articles/ce3wx98dkxqo,Africa
Kenya’s deputy president sacked while in hospital,"In a dramatic day, senators vote to oust Rigathi Gachagua following his impeachment. ",2024-10-18,Africa,https://www.bbc.com/news/articles/czrmzzkdk1do,Africa
Double trouble and dancing troupes: Africa's top shots,A selection of the week's best photos from across the African continent and beyond.,2024-10-18,Africa,https://www.bbc.com/news/articles/c62ged49vnro,Africa
Kenya deputy president in hospital ahead of impeachment vote - lawyer,The Senate rejects a request to postpone the trial on whether to remove him from office.,2024-10-18,Africa,https://www.bbc.com/news/articles/cgk7588n1r0o,Africa
Fire kills 153 people after fuel tanker crash in Nigeria,People who had rushed to the scene to collect the leaking petrol were engulfed in flames.,2024-10-17,Africa,https://www.bbc.com/news/articles/c4gl5zye65ro,Africa
Ugandan children's choir shares 'remarkable' tales,Destiny Africa performs at a school in Suffolk as part of its UK tour.,2024-10-17,Africa,https://www.bbc.com/news/articles/cx24z6yl6eko,Africa
Kenyan deputy president's impeachment trial begins,The Senate trial decides whether or not Kenya's deputy president will be removed from office.,2024-10-17,Africa,https://www.bbc.com/news/articles/cgryvj4q5y7o,Africa
Ex-ANC spokesperson charged with fraud,Pule Mabe is among seven suspects facing a criminal sentence over a £1.2m government tender.,2024-10-17,Africa,https://www.bbc.com/news/articles/c05grgvv26vo,Africa
"‘When I saw my farm submerged, I was confused’",Climate change is wreaking havoc on farmers in Nigeria.,2024-10-16,Africa,https://www.bbc.com/news/videos/cy43zgyd15vo,Africa
'They ransacked my home and left my town in ruins',"The BBC’s Mohanad Hashim, in Sudan for the first time since the war began, sees what has happened to his childhood neighbourhood.",2024-10-16,Africa,https://www.bbc.com/news/videos/cly6qgwzyx6o,Africa
Ukraine denies supplying drones to Mali rebels,"The denial follows a newspaper report that rebels were ""benefiting from discreet"" support from Kyiv.",2024-10-15,Africa,https://www.bbc.com/news/articles/ckg9eked5vgo,Africa
Duchess shocked by sexual exploitation of refugees,The Duchess of Edinburgh visits Chad and hears the experiences of women who have escaped violence in Sudan.,2024-10-15,Africa,https://www.bbc.com/news/articles/c8djn93l13po,Africa
Why there's a rush of African satellite launches,Falling launch costs have given African nations a chance to send their own satellites into orbit.,2024-10-15,Africa,https://www.bbc.com/news/articles/c4gvnym0j0xo,Africa
